created_at,uploaded_a,1_What_is_,Pottery,Lithic,Slag,MSA,Year,Recorder,PointID,Latitude,Longitude ,accuracy_3,UTM_Northi,UTM_Eastin,UTM_Zone_3
2023/11/17 15:15:35.786,2023/11/17 18:14:32.000,BCS-196 Light Pottery Scatter,5,,,,2023,BCS,2023-BCS-196,31.673014999999900,-9.565709000000000,5,3504331,446376,29R
2023/11/17 15:17:05.037,2023/11/17 18:14:34.000,BCS-197 Slag pile,,,,100,2023,BCS,2023-BCS-197,31.673079999999900,-9.566079000000000,5,3504339,446341,29R
2023/11/17 15:19:38.904,2023/11/17 18:14:37.000,BCS-198 Pottery Scatter,5,,,,2023,BCS,2023-BCS-198,31.673029000000000,-9.566189000000000,5,3504333,446331,29R
2023/11/17 15:22:02.346,2023/11/17 18:14:41.000,BCS-199 Pottery Scatter,5,,,,2023,BCS,2023-BCS-199,31.672882999999900,-9.566597000000000,5,3504317,446292,29R
2023/11/17 15:23:41.447,2023/11/17 18:14:43.000,BCS-200 Light Pottery Scatter,5,,,,2023,BCS,2023-BCS-200,31.672833000000000,-9.566839999999990,5,3504312,446269,29R
2023/11/17 15:24:50.459,2023/11/17 18:14:47.000,BCS-201 Light Pottery Scatter,5,,,,2023,BCS,2023-BCS-201,31.672736000000000,-9.566979999999990,5,3504301,446255,29R
2023/11/17 15:26:43.426,2023/11/17 18:14:49.000,BCS-202 Light Pottery Scatter,5,,,,2023,BCS,2023-BCS-202,31.672613999999900,-9.567237000000000,5,3504288,446231,29R
2023/11/17 15:28:40.302,2023/11/17 18:14:54.000,BCS-203 Pottery Scatter,5,,,,2023,BCS,2023-BCS-203,31.672433000000000,-9.567420000000000,5,3504268,446214,29R
2023/11/17 15:31:18.180,2023/11/17 18:14:56.000,BCS-204 Pottery Scatter,5,,,,2023,BCS,2023-BCS-204,31.672339000000000,-9.567539999999990,5,3504257,446202,29R
2023/11/17 15:32:18.107,2023/11/17 18:14:58.000,BCS-205 Pottery Scatter,5,,,,2023,BCS,2023-BCS-205,31.672243000000000,-9.567708000000000,5,3504247,446186,29R
2023/11/17 15:34:11.807,2023/11/17 18:15:02.000,BCS-206 Pottery Scatter and Slag,5,,,5,2023,BCS,2023-BCS-206,,,,,,
2023/11/17 15:36:02.395,2023/11/17 18:15:04.000,BCS-207 Pottery Scatter,5,,,,2023,BCS,2023-BCS-207,31.672021000000000,-9.568106000000000,5,3504222,446148,29R
2023/11/17 15:37:18.126,2023/11/17 18:15:06.000,BCS-208 Pottery Scatter,5,,,,2023,BCS,2023-BCS-208,31.671879000000000,-9.568313000000000,5,3504207,446129,29R
2023/11/19 13:52:51.386,2023/11/20 16:04:25.000,BCS-209 Pottery (1),1,,,,2023,BCS,2023-BCS-209,31.626252000000000,-9.675473999999990,6,3499207,435939,29R
2023/11/19 13:54:52.498,2023/11/20 16:04:27.000,BCS-210 Pottery (2),2,,,,2023,BCS,2023-BCS-210,31.626291999999900,-9.675547999999990,3,3499212,435932,29R
2023/11/19 13:57:05.633,2023/11/20 16:04:30.000,BCS-211 Pottery (2),2,,,,2023,BCS,2023-BCS-211,31.626432999999900,-9.675831000000000,4,3499228,435906,29R
2023/11/20 09:03:17.156,2023/11/20 16:04:34.000,BCS-212 Pottery (2),2,,,,2023,BCS,2023-BCS-212,31.667961999999900,-9.570214999999990,5,3503773,445946,29R
2023/11/20 09:05:01.726,2023/11/20 16:04:36.000,BCS-213 Pottery (1),1,,,,2023,BCS,2023-BCS-213,31.668012000000000,-9.570109000000000,5,3503779,445956,29R
2023/11/20 09:32:51.813,2023/11/20 16:04:38.000,BCS-214 Core Fragment (1),,1,,,2023,BCS,2023-BCS-214,31.669810999999900,-9.566103000000000,5,3503976,446337,29R
2023/11/20 10:02:05.996,2023/11/20 16:04:42.000,BCS-215 Pottery (1),1,,,,2023,BCS,2023-BCS-215,31.671298000000000,-9.563416000000000,5,3504140,446592,29R
2023/11/20 10:07:04.058,2023/11/20 16:04:44.000,BCS-216 Core (1),,1,,,2023,BCS,2023-BCS-216,31.671793000000000,-9.563537000000000,5,3504195,446581,29R
2023/11/20 10:12:46.687,2023/11/20 16:04:49.000,BCS-217 Core Fragment (1),,1,,,2023,BCS,2023-BCS-217,31.672535000000000,-9.563732999999990,5,3504277,446563,29R
2023/11/20 10:28:18.277,2023/11/20 16:04:51.000,BCS-218 Core (1),,1,,,2023,BCS,2023-BCS-218,31.672463000000000,-9.563135000000000,5,3504269,446620,29R
2023/11/20 10:34:09.539,2023/11/20 16:04:53.000,BCS-219 Flake (1),,1,,,2023,BCS,2023-BCS-219,31.671289999999900,-9.562944999999990,5,3504139,446637,29R
2023/11/20 10:44:40.343,2023/11/20 16:04:57.000,BCS-220 Core (1) Core Fragment (1)Retouched Bladelete (1),,3,,,2023,BCS,2023-BCS-220,31.670847999999900,-9.562761000000000,5,3504090,446654,29R
2023/11/20 10:50:18.937,2023/11/20 16:04:59.000,BCS-221 Core (3) Core Fragment (1),,3,,,2023,BCS,2023-BCS-221,31.670690000000000,-9.562752000000000,5,3504072,446655,29R
2023/11/20 10:54:08.994,2023/11/20 16:05:01.000,BCS-222 Core (3) Core Fragment (1) Retouched Fragment (1),,5,,,2023,BCS,2023-BCS-222,31.670608999999900,-9.562728000000000,5,3504063,446657,29R
2023/11/20 11:02:53.031,2023/11/20 16:05:05.000,BCS-223 Core (3) Flake (1),,1,,,2023,BCS,2023-BCS-223,31.670152999999900,-9.562700000000000,5,3504013,446660,29R
2023/11/20 11:13:20.552,2023/11/20 16:05:07.000,BCS-224 Core (3) Core Fragment (2),,5,,,2023,BCS,2023-BCS-224,31.670020999999900,-9.562677000000000,5,3503998,446662,29R
2023/11/20 11:19:29.760,2023/11/20 16:05:09.000,BCS-225 Flake (2) Core Fragment (3),,5,,,2023,BCS,2023-BCS-225,31.669913999999900,-9.562646000000000,5,3503986,446665,29R
2023/11/20 11:27:30.561,2023/11/20 16:05:13.000,BCS-226 Retouched Fragment (1) Core (1) Core Fragment (1),,3,,,2023,BCS,2023-BCS-226,31.669791000000000,-9.562647000000000,5,3503972,446665,29R
2023/11/20 13:50:51.410,2023/11/20 16:05:16.000,BCS-227 Flake (1),,1,,,2023,BCS,2023-BCS-227,31.669670000000000,-9.562605000000000,5,3503959,446668,29R
2023/11/20 13:56:51.681,2023/11/20 16:05:18.000,BCS-228 Flake (1) Core (6),,7,,,2023,BCS,2023-BCS-228,31.669573000000000,-9.562616999999990,5,3503948,446667,29R
2023/11/20 13:58:46.997,2023/11/20 16:05:22.000,BCS-229 Blade (1) Core (3) Core Fragment (1),,5,,,2023,BCS,2023-BCS-229,31.669546000000000,-9.562605000000000,5,3503945,446668,29R
2023/11/20 14:04:48.861,2023/11/20 16:05:23.000,BCS-230 Flake (2) Core (3),,5,,,2023,BCS,2023-BCS-230,31.669485000000000,-9.562583000000000,5,3503939,446670,29R
2023/11/20 14:08:48.710,2023/11/20 16:05:26.000,BCS-231 Core (1),,1,,,2023,BCS,2023-BCS-231,31.669391000000000,-9.562576000000000,5,3503928,446671,29R
2023/11/20 14:11:08.181,2023/11/20 16:05:30.000,BCS-232 Core (1),,1,,,2023,BCS,2023-BCS-232,31.669288999999900,-9.562569000000000,5,3503917,446672,29R
2023/11/20 14:21:29.785,2023/11/20 16:05:32.000,BCS-233 Core (1),,1,,,2023,BCS,2023-BCS-233,31.669360000000000,-9.562177999999990,5,3503924,446709,29R
2023/11/20 14:39:29.991,2023/11/20 16:05:34.000,BCS-234 Flake (1) Core Fragment (1),,2,,,2023,BCS,2023-BCS-234,31.669414000000000,-9.560369000000000,5,3503930,446880,29R
2023/11/20 14:49:58.441,2023/11/20 16:05:39.000,BCS-235 Core (1),,1,,,2023,BCS,2023-BCS-235,31.669960000000000,-9.559029000000000,5,3503989,447008,29R
2023/11/20 14:53:33.227,2023/11/20 16:05:41.000,BCS-236 Blade (1),,1,,,2023,BCS,2023-BCS-236,31.670207999999900,-9.558654000000000,5,3504017,447043,29R
2023/11/20 15:02:58.010,2023/11/20 16:05:45.000,BCS-237 Core (1),,1,,,2023,BCS,2023-BCS-237,31.670953000000000,-9.559227999999990,5,3504100,446989,29R
2023/11/20 15:04:51.691,2023/11/20 16:05:47.000,BCS-238 Pottery (1) Core (1),1,1,,,2023,BCS,2023-BCS-238,31.670922000000000,-9.559305999999990,5,3504096,446982,29R
2023/11/20 15:12:30.376,2023/11/20 16:05:49.000,BCS-239 Blade (1),,1,,,2023,BCS,2023-BCS-239,31.670620000000000,-9.560568999999990,5,3504063,446862,29R
2023/11/21 08:42:15.972,2023/11/21 15:58:27.000,BCS-240 Flake (1),,1,,,2023,BCS,2023-BCS-240,31.675421000000000,-9.565261000000000,5,3504598,446420,29R
2023/11/21 08:44:39.607,2023/11/21 15:58:29.000,BCS-241 Core (1),,1,,,2023,BCS,2023-BCS-241,31.675533999999900,-9.564978999999990,5,3504610,446447,29R
2023/11/21 09:04:30.585,2023/11/21 15:58:31.000,BCS-242 Pottery (1),1,,,,2023,BCS,2023-BCS-242,31.677700999999900,-9.564476000000000,5,3504850,446496,29R
2023/11/21 09:07:55.960,2023/11/21 15:58:37.000,BCS-243 Pottery (1),1,,,,2023,BCS,2023-BCS-243,31.678287999999900,-9.564294000000000,5,3504915,446513,29R
2023/11/21 09:15:18.829,2023/11/21 15:58:41.000,BCS-244 Slag (1),,,,1,2023,BCS,2023-BCS-244,31.677802000000000,-9.563172000000000,5,3504861,446619,29R
2023/11/21 09:16:27.339,2023/11/21 15:58:45.000,BCS-245 Pottery (1),1,,,,2023,BCS,2023-BCS-245,31.677614999999900,-9.563114000000000,5,3504840,446625,29R
2023/11/21 09:25:57.792,2023/11/21 15:58:49.000,BCS-246 Core (1),,1,,,2023,BCS,2023-BCS-246,31.676490000000000,-9.562583000000000,5,3504715,446674,29R
2023/11/21 09:42:55.386,2023/11/21 15:58:54.000,BCS-247 Pottery (1),1,,,,2023,BCS,2023-BCS-247,31.675909000000000,-9.560772999999990,5,3504650,446846,29R
2023/11/21 09:48:04.584,2023/11/21 15:58:57.000,BCS-248 Flake (1),,1,,,2023,BCS,2023-BCS-248,31.675681999999900,-9.562170999999990,5,3504625,446713,29R
2023/11/21 10:11:03.020,2023/11/21 15:59:02.000,BCS-249 Pottery (1),,1,,,2023,BCS,2023-BCS-249,31.675857000000000,-9.559911000000000,5,3504643,446927,29R
2023/11/21 10:12:52.291,2023/11/21 15:59:04.000,BCS-250 Pottery Scatter,5,,,,2023,BCS,2023-BCS-250,31.675768999999900,-9.559934000000000,5,3504634,446925,29R
2023/11/21 10:14:00.020,2023/11/21 15:59:10.000,BCS-251 Pottery Scatter,5,,,,2023,BCS,2023-BCS-251,31.675688999999900,-9.559960000000000,5,3504625,446923,29R
2023/11/21 10:15:41.429,2023/11/21 15:59:12.000,BCS-252 Pottery Scatter,5,,,,2023,BCS,2023-BCS-252,31.675529999999900,-9.560015999999990,5,3504607,446917,29R
2023/11/21 10:17:08.715,2023/11/21 15:59:17.000,BCS-253 Pottery Scatter (1),1,,,,2023,BCS,2023-BCS-253,31.675350000000000,-9.560033000000000,5,3504587,446915,29R
2023/11/21 10:18:23.170,2023/11/21 15:59:19.000,BCS-254 Pottery Scatter,5,,,,2023,BCS,2023-BCS-254,31.675246000000000,-9.560025000000000,5,3504576,446916,29R
2023/11/21 10:19:23.896,2023/11/21 15:59:26.000,BCS-255 Pottery Scatter,5,,,,2023,BCS,2023-BCS-255,31.675082000000000,-9.560009000000000,5,3504558,446918,29R
2023/11/21 10:44:37.054,2023/11/21 15:59:29.000,BCS-256 Retouched Point (1) Core Fragment (1),,2,,,2023,BCS,2023-BCS-256,31.674161000000000,-9.561475000000000,5,3504456,446778,29R
2023/11/21 10:59:58.701,2023/11/21 15:59:34.000,BCS-257 Core Fragment (1) Flake (1),,2,,,2023,BCS,2023-BCS-257,31.673359000000000,-9.560974999999990,5,3504367,446825,29R
2023/11/21 11:09:02.563,2023/11/21 15:59:36.000,BCS-258 Core Fragment (1),,1,,,2023,BCS,2023-BCS-258,31.672560000000000,-9.560741000000000,5,3504278,446847,29R
2023/11/21 11:14:24.723,2023/11/21 15:59:41.000,BCS-259 Bladelete (1),,1,,,2023,BCS,2023-BCS-259,31.673282000000000,-9.560739999999990,5,3504358,446847,29R
2023/11/21 11:17:46.405,2023/11/21 15:59:45.000,BCS-260 Retouched Fragment (1) Core Fragment (1),,2,,,2023,BCS,2023-BCS-260,31.673593000000000,-9.560757000000000,5,3504393,446846,29R
2023/11/21 14:03:58.885,2023/11/21 15:59:49.000,BCS-261 Pottery (1),1,,,,2023,BCS,2023-BCS-261,31.678393000000000,-9.560964000000000,5,3504925,446829,29R
2023/11/21 14:07:24.440,2023/11/21 15:59:53.000,BCS-262 Pottery (1),1,,,,2023,BCS,2023-BCS-262,31.677865000000000,-9.560434000000000,5,3504866,446879,29R
2023/11/21 14:25:06.481,2023/11/21 15:59:57.000,BCS-263 Pottery (1),1,,,,2023,BCS,2023-BCS-263,31.675428000000000,-9.559118000000000,5,3504596,447002,29R
2023/11/21 14:33:18.727,2023/11/21 16:00:01.000,BCS-264 Core (1) Core Fragment (1),,2,,,2023,BCS,2023-BCS-264,31.674779000000000,-9.559438000000000,5,3504524,446972,29R
2023/11/21 14:35:19.808,2023/11/21 16:00:06.000,BCS-265 Core (1) Flake (1),,2,,,2023,BCS,2023-BCS-265,31.674423000000000,-9.559358000000000,5,3504484,446979,29R
2023/11/21 14:44:47.262,2023/11/21 16:00:08.000,BCS-266 Flake (1) Core Fragment (1),,2,,,2023,BCS,2023-BCS-266,31.674202999999900,-9.559293000000000,5,3504460,446985,29R
2023/11/21 14:49:50.086,2023/11/21 16:00:13.000,BCS-267 Core Fragment (3) Side Scrapper (1) Tablet (1),,5,,,2023,BCS,2023-BCS-267,31.673942000000000,-9.559246000000000,5,3504431,446989,29R
2023/11/21 15:03:05.203,2023/11/21 16:00:16.000,BCS-268 Core (2),,2,,,2023,BCS,2023-BCS-268,31.673797000000000,-9.559215999999990,5,3504415,446992,29R
2023/11/21 15:03:39.358,2023/11/21 16:00:21.000,BCS-269 Flake (2),,2,,,2023,BCS,2023-BCS-269,31.672996000000000,-9.559120000000000,5,3504326,447001,29R
2023/11/21 15:15:06.819,2023/11/21 16:00:25.000,BCS-270 Core (1) Blade (1),,2,,,2023,BCS,2023-BCS-270,31.671817999999900,-9.558460999999990,5,3504195,447062,29R
2023/11/21 15:20:03.131,2023/11/21 16:00:30.000,BCS-271 Core (1) Core Fragment (1),,2,,,2023,BCS,2023-BCS-271,31.671719000000000,-9.558403999999990,5,3504184,447068,29R
2023/11/21 15:22:04.711,2023/11/21 16:00:33.000,BCS-272 Pottery (1) Flake (1) Core (1),1,2,,,2023,BCS,2023-BCS-272,31.671465999999900,-9.558271000000000,5,3504156,447080,29R
2023/11/22 08:53:42.625,2023/11/22 16:04:59.000,BCS-273 Pottery (1),1,,,,2023,BCS,2023-BCS-273,31.675514000000000,-9.567500000000000,5,3504609,446208,29R
2023/11/22 09:39:31.947,2023/11/22 16:05:01.000,BCS-274 Retouched Blade (1) Flake (1) Core (1) Bladelete (1),,4,,,2023,BCS,2023-BCS-274,31.679010999999900,-9.568845000000000,5,3504997,446082,29R
2023/11/22 10:10:02.437,2023/11/22 16:05:03.000,BCS-275 Flake (1) Blade (1),,2,,,2023,BCS,2023-BCS-275,31.680814999999900,-9.566523000000000,5,3505196,446303,29R
2023/11/22 13:52:55.664,2023/11/22 16:05:08.000,BCS-276 Core Fragment (1),,1,,,2023,BCS,2023-BCS-276,31.670711000000000,-9.561809000000000,5,3504074,446744,29R
2023/11/22 13:54:46.566,2023/11/22 16:05:10.000,BCS-277 Tablet (1),,1,,,2023,BCS,2023-BCS-277,31.670746000000000,-9.561313999999990,5,3504078,446791,29R
2023/11/22 13:59:34.162,2023/11/22 16:05:14.000,BCS-278 Core (1),,1,,,2023,BCS,2023-BCS-278,31.671192000000000,-9.560238999999990,4,3504127,446894,29R
2023/11/22 14:01:04.090,2023/11/22 16:05:16.000,BCS-279 Flake (1),,1,,,2023,BCS,2023-BCS-279,31.671256000000000,-9.560235000000000,5,3504134,446894,29R
2023/11/22 14:06:56.651,2023/11/22 16:05:18.000,BCS-280 Core Fragment (1) Core (1),,2,,,2023,BCS,2023-BCS-280,31.672021999999900,-9.560276000000000,5,3504219,446891,29R
2023/11/22 14:08:11.836,2023/11/22 16:05:22.000,BCS-281 Flake (1),,1,,,2023,BCS,2023-BCS-281,31.672101000000000,-9.560282000000000,5,3504227,446890,29R
2023/11/22 14:13:49.766,2023/11/22 16:05:24.000,BCS-282 Core (2),,2,,,2023,BCS,2023-BCS-282,31.672678000000000,-9.560129999999990,5,3504291,446905,29R
2023/11/22 14:16:15.126,2023/11/22 16:05:26.000,BCS-283 Core (3) Flake (2),,5,,,2023,BCS,2023-BCS-283,31.672791000000000,-9.560146000000000,5,3504304,446903,29R
2023/11/22 14:18:52.621,2023/11/22 16:05:30.000,BCS-284 Core (4) Flake (2),,6,,,2023,BCS,2023-BCS-284,31.672855999999900,-9.560109000000000,5,3504311,446907,29R
2023/11/22 14:20:45.093,2023/11/22 16:05:32.000,BCS-285 Core (1) Flake (1) Core Fragment (1),,3,,,2023,BCS,2023-BCS-285,31.672948000000000,-9.560117000000000,5,3504321,446906,29R
2023/11/22 14:22:25.532,2023/11/22 16:05:34.000,BCS-286 Flake (2) Core (1),,3,,,2023,BCS,2023-BCS-286,31.673027999999900,-9.560128000000000,5,3504330,446905,29R
2023/11/22 14:25:19.425,2023/11/22 16:05:38.000,BCS-287 End Scrapper (1),,3,,,2023,BCS,2023-BCS-287,31.673587000000000,-9.560117999999990,5,3504392,446906,29R
2023/11/22 14:28:36.975,2023/11/22 16:05:40.000,BCS-288 Core Fragment (1),,1,,,2023,BCS,2023-BCS-288,31.674119000000000,-9.560181000000000,5,3504451,446901,29R
2023/11/22 14:37:25.433,2023/11/22 16:05:44.000,BCS-289 Core (1),,1,,,2023,BCS,2023-BCS-289,31.673645000000000,-9.559964000000000,5,3504398,446921,29R
2023/11/22 14:42:41.501,2023/11/22 16:05:48.000,BCS-290 Tablet (1) Flake (1) Core Fragment (1),,3,,,2023,BCS,2023-BCS-290,31.673430000000000,-9.559953000000000,5,3504374,446922,29R
2023/11/22 14:48:07.095,2023/11/22 16:05:52.000,BCS-291 Core (5) Core Fragment (4) Flake (2),,11,,,2023,BCS,2023-BCS-291,31.673290000000000,-9.559953999999990,5,3504359,446922,29R
2023/11/22 14:51:50.340,2023/11/22 16:05:54.000,BCS-292 Bladelete (2) Core Fragment (3),,5,,,2023,BCS,2023-BCS-292,31.673189000000000,-9.559948000000000,5,3504348,446922,29R
2023/11/22 14:56:11.280,2023/11/22 16:05:58.000,BCS-293 Flake (1) Core (3) Blade Fragment (1) Debris (1),,6,,,2023,BCS,2023-BCS-293,31.673060000000000,-9.559953000000000,5,3504333,446922,29R
2023/11/22 14:57:36.046,2023/11/22 16:06:00.000,BCS-294 Core Fragment (2) Core (1),,3,,,2023,BCS,2023-BCS-294,31.672934000000000,-9.559960000000000,5,3504320,446921,29R
2023/11/22 14:59:47.678,2023/11/22 16:06:05.000,BCS-295 Core (2) Core Fragment (1) Flake (1),,5,,,2023,BCS,2023-BCS-295,31.672809000000000,-9.559963000000000,5,3504306,446921,29R
2023/11/22 15:02:05.895,2023/11/22 16:06:07.000,BCS-296 Flake (1) Core (1),,2,,,2023,BCS,2023-BCS-296,31.672673000000000,-9.559960000000000,5,3504291,446921,29R
2023/11/22 15:07:11.731,2023/11/22 16:06:08.000,BCS-297 Core (1),,1,,,2023,BCS,2023-BCS-297,31.672111000000000,-9.559500000000000,5,3504228,446964,29R
2023/11/22 15:20:39.719,2023/11/22 16:06:12.000,BCS-298 Pottery (2) Flake (1),2,1,,,2023,BCS,2023-BCS-298,31.669706999999900,-9.557486000000000,5,3503961,447154,29R
2023/11/22 15:23:16.802,2023/11/22 16:06:14.000,BCS-299 Flake (1),,1,,,2023,BCS,2023-BCS-299,31.669557000000000,-9.557876000000000,5,3503944,447117,29R
2023/11/22 15:25:47.261,2023/11/22 16:06:16.000,BCS-300 Pottery (1),1,,,,2023,BCS,2023-BCS-300,31.669404000000000,-9.558263000000000,5,3503927,447080,29R
2023/11/22 15:27:42.301,2023/11/22 16:06:21.000,BCS-301 Flake (1),,1,,,2023,BCS,2023-BCS-301,31.669314000000000,-9.558548999999990,5,3503918,447053,29R
2023/11/22 15:29:34.505,2023/11/22 16:06:23.000,BCS-302 Flake (1),,1,,,2023,BCS,2023-BCS-302,31.669132000000000,-9.558999000000000,5,3503898,447010,29R
2023/11/22 15:32:06.696,2023/11/22 16:06:25.000,BCS-303 Flake (2) Bladelete Core (1) Core Fragment (1) Core (1),,5,,,2023,BCS,2023-BCS-303,31.669067999999900,-9.559258000000000,5,3503891,446985,29R
2023/11/22 15:34:43.291,2023/11/22 16:06:30.000,BCS-304 Flake (1),,1,,,2023,BCS,2023-BCS-304,31.668873999999900,-9.559708000000000,5,3503869,446943,29R
2023/11/14 10:16:46.514,2023/11/14 12:52:06.000,DSM-001-Pottery(1),1,,,,2023,DSM,2023-DSM-1,31.669550999999900,-9.565733000000000,5,3503947,446372,29R
2023/11/14 10:23:57.406,2023/11/14 12:52:08.000,"DSM-002-Pottery(2),Lithic(1)",2,1,,,2023,DSM,2023-DSM-2,31.669573000000000,-9.565626000000000,5,3503950,446382,29R
2023/11/14 10:29:53.825,2023/11/14 12:52:12.000,DSM-003-Core(1),,1,,,2023,DSM,2023-DSM-3,31.669589999999900,-9.565357000000000,5,3503952,446408,29R
2023/11/14 10:33:42.435,2023/11/14 12:52:14.000,DSM-004-Core(1),,1,,,2023,DSM,2023-DSM-4,31.669623000000000,-9.565106999999990,5,3503955,446431,29R
2023/11/14 10:38:46.433,2023/11/14 12:52:16.000,DSM-005-Flake(1),,1,,,2023,DSM,2023-DSM-5,31.669608000000000,-9.565051000000000,5,3503953,446437,29R
2023/11/14 10:40:13.585,2023/11/14 12:52:20.000,DSM-006-Core(2),,2,,,2023,DSM,2023-DSM-6,31.669598000000000,-9.564996000000000,5,3503952,446442,29R
2023/11/14 10:43:20.580,2023/11/14 12:52:22.000,DSM-007-Core(1),,1,,,2023,DSM,2023-DSM-7,31.669595000000000,-9.564821000000000,5,3503952,446458,29R
2023/11/14 10:49:20.170,2023/11/14 12:52:24.000,"DSM-008-Flakes(4),Endscraper(1)",,5,,,2023,DSM,2023-DSM-8,31.669561999999900,-9.564670000000000,5,3503948,446473,29R
2023/11/14 10:53:50.009,2023/11/14 12:52:28.000,"DSM-009-Coresfrag(1),Debris(1),flakes(1)",,3,,,2023,DSM,2023-DSM-9,31.669277999999900,-9.564741000000000,5,3503917,446466,29R
2023/11/14 11:05:07.539,2023/11/14 12:52:30.000,"DSM-010-Flake(1),Corefrag(1),Debris(1)",,3,,,2023,DSM,2023-DSM-10,31.669262000000000,-9.564786000000000,5,3503915,446461,29R
2023/11/14 11:18:32.460,2023/11/14 12:52:32.000,"DSM-011-core(1),corefrag(3),blade(1),debris(1)",,6,,,2023,DSM,2023-DSM-11,31.669256000000000,-9.564848000000000,5,3503914,446456,29R
2023/11/14 11:23:32.228,2023/11/14 12:52:36.000,"DSM-012-blade(1),flakes(2),bladelet(1),frag(2)",,6,,,2023,DSM,2023-DSM-12,31.669241000000000,-9.564914000000000,5,3503913,446449,29R
2023/11/14 11:27:48.467,2023/11/14 12:52:38.000,"DSM-013-Bladelet(1),blade(1),frag(2),flake(1)",,5,,,2023,DSM,2023-DSM-13,31.669229999999900,-9.564937000000000,5,3503911,446447,29R
2023/11/14 11:31:08.398,2023/11/14 12:59:36.000,"DSM-014-Flakes(2),frag(1)",,3,,,2023,DSM,2023-DSM-14,31.669232999999900,-9.565028000000000,5,3503912,446438,29R
2023/11/14 11:33:16.456,2023/11/14 12:59:38.000,DSM-015-pottery(1),1,,,,2023,DSM,2023-DSM-15,31.669215999999900,-9.565098000000000,5,3503910,446432,29R
2023/11/14 11:34:38.953,2023/11/14 12:59:43.000,"DSM-016-Flake(1),frag(2)",,3,,,2023,DSM,2023-DSM-16,31.669205000000000,-9.565115000000000,5,3503909,446430,29R
2023/11/14 11:37:01.495,2023/11/14 12:59:47.000,DSM-017-Pottery(1),1,,,,2023,DSM,2023-DSM-17,31.669176000000000,-9.565175000000000,5,3503906,446425,29R
2023/11/14 13:38:38.809,2023/11/14 15:31:39.000,DSM-018-Flakes(2),,2,,,2023,DSM,2023-DSM-18,31.669741999999900,-9.565593000000000,5,3503968,446385,29R
2023/11/14 13:45:31.148,2023/11/14 15:31:42.000,DSM-019-FlintCobble(1),,1,,,2023,DSM,2023-DSM-19,31.669809000000000,-9.565265999999990,5,3503976,446416,29R
2023/11/14 13:47:56.094,2023/11/14 15:31:48.000,DSM-020-CoreFrag(1),,1,,,2023,DSM,2023-DSM-20,31.669779999999900,-9.565151999999990,5,3503972,446427,29R
2023/11/14 13:49:54.533,2023/11/14 15:31:50.000,DSM-021-Corefrag(2),,3,,,2023,DSM,2023-DSM-21,31.669758999999900,-9.565122000000000,5,3503970,446430,29R
2023/11/14 13:51:44.801,2023/11/14 15:31:58.000,"DSM-022-Corefragment(1),Blade(1)",,2,,,2023,DSM,2023-DSM-22,31.669723000000000,-9.565080000000000,5,3503966,446434,29R
2023/11/14 13:55:03.840,2023/11/14 15:32:03.000,"DSM-023-Debris(1),Corefrag(1)",,2,,,2023,DSM,2023-DSM-23,31.669761999999900,-9.564740000000000,5,3503970,446466,29R
2023/11/14 13:59:19.331,2023/11/14 15:32:07.000,"DSM-024-Core(1),flake(2),frags(4)",,7,,,2023,DSM,2023-DSM-24,31.669758000000000,-9.564717000000000,5,3503970,446468,29R
2023/11/14 14:01:44.964,2023/11/14 15:32:11.000,DSM-025-Core(1),,1,,,2023,DSM,2023-DSM-25,31.669848999999900,-9.564683000000000,5,3503980,446472,29R
2023/11/14 14:06:18.702,2023/11/14 15:32:13.000,DSM-026-Core(1),,1,,,2023,DSM,2023-DSM-26,31.669940000000000,-9.564546999999990,5,3503990,446484,29R
2023/11/14 14:09:53.639,2023/11/14 17:40:17.000,"DSM-027-Flakes(2),Core(2)",,4,,,2023,DSM,2023-DSM-27,31.669955999999900,-9.564598000000000,5,3503992,446480,29R
2023/11/14 14:12:36.239,2023/11/14 17:40:19.000,"DSM-028-Flakes(2),Corefrag(1)",,3,,,2023,DSM,2023-DSM-28,31.669929000000000,-9.564693999999990,5,3503989,446471,29R
2023/11/14 14:13:18.628,2023/11/14 17:40:24.000,"DSM-029-Flakes(1),Corefrag(2),Core(2)",,5,,,2023,DSM,2023-DSM-29,31.669927000000000,-9.564702000000000,5,3503989,446470,29R
2023/11/14 14:15:25.735,2023/11/14 17:40:26.000,DSM-030-Corefrags(7),,7,,,2023,DSM,2023-DSM-30,31.669941000000000,-9.564757999999990,5,3503990,446464,29R
2023/11/14 14:19:33.963,2023/11/14 17:40:30.000,DSM-031-Corefrags(3),,3,,,2023,DSM,2023-DSM-31,31.669989000000000,-9.564997999999990,5,3503996,446442,29R
2023/11/14 14:22:56.816,2023/11/14 17:40:33.000,"DSM-032-Debris(3),corefrag(1)",,4,,,2023,DSM,2023-DSM-32,31.669982999999900,-9.565056000000000,5,3503995,446436,29R
2023/11/14 14:25:34.584,2023/11/14 17:40:38.000,"DSM-033-Flake(1),Corefrag(2)",,3,,,2023,DSM,2023-DSM-33,31.669962000000000,-9.565113999999990,5,3503993,446431,29R
2023/11/14 14:28:10.647,2023/11/14 17:40:40.000,DSM-034-Flake(1),,1,,,2023,DSM,2023-DSM-34,31.669948000000000,-9.565201000000000,5,3503991,446422,29R
