created_at,uploaded_a,1_What_is_,Pottery,Lithic,Slag,MSA,Year,Recorder,PointID,Latitude,Longitude ,accuracy_3,UTM_Northi,UTM_Eastin,UTM_Zone_3
2022/11/21 09:02:52.836,2022/11/21 12:09:40.000,1. Pottery (2),2,,,,2022,DSM,2022-DSM-1,31.665766000000000,-9.570722000000000,4,3503530,445897,29R
2022/11/21 09:18:12.430,2022/11/21 12:13:24.000,2. Bladelet core (1),,1,,,2022,DSM,2022-DSM-2,31.665755000000000,-9.570714000000000,4,3503529,445897,29R
2022/11/21 09:21:37.691,2022/11/21 12:09:42.000,3. LSA flake (1),,1,,,2022,DSM,2022-DSM-3,31.664086000000000,-9.574006000000000,4,3503346,445584,29R
2022/11/21 09:24:39.511,2022/11/21 12:09:44.000,4. Pottery (1),1,,,,2022,DSM,2022-DSM-4,31.663639000000000,-9.574501000000000,5,3503296,445537,29R
2022/11/21 09:25:19.334,2022/11/21 12:09:48.000,5. Pottery (1),1,,,,2022,DSM,2022-DSM-5,31.663668000000000,-9.574586000000000,4,3503300,445529,29R
2022/11/21 09:35:37.842,2022/11/21 12:09:50.000,6. Bladelet fragments (2),,2,,,2022,DSM,2022-DSM-6,31.663118000000000,-9.574954999999990,5,3503239,445494,29R
2022/11/21 09:38:10.795,2022/11/21 12:09:52.000,7. MSA Flake (1),,1,,1,2022,DSM,2022-DSM-7,31.663336000000000,-9.574536000000000,5,3503263,445534,29R
2022/11/21 09:39:44.896,2022/11/21 12:09:55.000,"8. Potter (1), flake (1)",1,,,,2022,DSM,2022-DSM-8,31.663394000000000,-9.574479999999990,4,3503269,445539,29R
2022/11/21 09:49:52.228,2022/11/21 12:09:57.000,9. Pottery (1),1,,,,2022,DSM,2022-DSM-9,31.665188000000000,-9.572089000000000,5,3503467,445767,29R
2022/11/21 09:51:21.759,2022/11/21 12:09:59.000,10. Slag (1),,,1,,2022,DSM,2022-DSM-10,31.665241999999900,-9.571875000000000,5,3503473,445787,29R
2022/11/21 09:53:24.621,2022/11/21 12:10:03.000,11. Blade and flake,,2,,,2022,DSM,2022-DSM-11,31.665246000000000,-9.571820000000000,5,3503473,445792,29R
2022/11/21 09:56:57.863,2022/11/21 12:10:06.000,"12. MSA notched, five flakes, slag, pottery",1,6,1,1,2022,DSM,2022-DSM-12,31.665243000000000,-9.571846000000000,6,3503473,445790,29R
2022/11/21 10:00:10.572,2022/11/21 12:10:10.000,"13. Pottery (2), flakes (5), Lev core",2,6,,1,2022,DSM,2022-DSM-13,31.665247999999900,-9.571751000000000,4,3503473,445799,29R
2022/11/21 10:01:58.780,2022/11/21 12:10:12.000,14. Side scraper and end scraper,,2,,,2022,DSM,2022-DSM-14,31.665317999999900,-9.571695999999990,4,3503481,445804,29R
2022/11/21 10:04:00.729,2022/11/21 12:10:14.000,15. MSA flake and flake (1),,2,,1,2022,DSM,2022-DSM-15,31.665315000000000,-9.571643999999990,4,3503481,445809,29R
2022/11/21 10:12:49.805,2022/11/21 12:10:17.000,"16. Laminar flake, flakes (2)",,3,,,2022,DSM,2022-DSM-16,31.665386999999900,-9.570873000000000,5,3503488,445882,29R
2022/11/21 10:13:35.311,2022/11/21 12:10:19.000,17. Primary flake,,1,,,2022,DSM,2022-DSM-17,31.665369999999900,-9.570890000000000,4,3503487,445881,29R
2022/11/21 10:16:43.807,2022/11/21 12:10:21.000,18. Pottery (1),1,,,,2022,DSM,2022-DSM-18,31.665322000000000,-9.571383000000000,5,3503481,445834,29R
2022/11/21 10:20:22.131,2022/11/21 12:10:25.000,19. Pottery,1,,,,2022,DSM,2022-DSM-19,31.664760999999900,-9.572265000000000,15,3503420,445750,29R
2022/11/21 10:21:54.395,2022/11/21 12:10:27.000,20. Pottery (3),3,,,,2022,DSM,2022-DSM-20,31.664676000000000,-9.572611999999990,5,3503410,445717,29R
2022/11/21 10:24:37.753,2022/11/21 12:10:29.000,21. Flake,,1,,,2022,DSM,2022-DSM-21,31.664418999999900,-9.573116000000000,5,3503382,445669,29R
2022/11/21 10:26:18.674,2022/11/21 12:10:33.000,22. Flake (3),,3,,,2022,DSM,2022-DSM-22,31.664140000000000,-9.573442999999990,4,3503351,445638,29R
2022/11/21 10:29:17.395,2022/11/21 12:10:35.000,"23. Pottery (2), flakes (5)",2,5,,,2022,DSM,2022-DSM-23,31.664110999999900,-9.573518000000000,5,3503348,445631,29R
2022/11/21 10:31:26.789,2022/11/21 12:10:37.000,"24. Blade fragment, flakes (2)",,3,,,2022,DSM,2022-DSM-24,31.664085000000000,-9.573575999999990,4,3503345,445625,29R
2022/11/21 10:32:54.253,2022/11/21 12:10:40.000,25. Bladelet core,,1,,,2022,DSM,2022-DSM-25,31.664062000000000,-9.573645000000000,5,3503343,445619,29R
2022/11/21 10:34:22.997,2022/11/21 12:10:44.000,26. Flake,,1,,,2022,DSM,2022-DSM-26,31.663896000000000,-9.573790000000000,5,3503325,445605,29R
2022/11/21 10:35:27.187,2022/11/21 12:10:49.000,27. Flake,,1,,,2022,DSM,2022-DSM-27,31.663809000000000,-9.573903000000000,5,3503315,445594,29R
2022/11/21 10:43:09.022,2022/11/21 12:11:27.000,28. Flake,,1,,,2022,DSM,2022-DSM-28,31.662609000000000,-9.575634000000000,5,3503183,445429,29R
2022/11/21 10:44:17.555,2022/11/21 12:11:29.000,29. Pottery,1,,,,2022,DSM,2022-DSM-29,31.662503999999900,-9.575874000000000,5,3503171,445406,29R
2022/11/21 10:47:20.899,2022/11/21 12:11:31.000,30. Sidescraper,,1,,,2022,DSM,2022-DSM-30,31.662378000000000,-9.575651000000000,10,3503157,445427,29R
2022/11/21 10:51:21.609,2022/11/21 12:11:35.000,31. Pottery,1,,,,2022,DSM,2022-DSM-31,31.662682000000000,-9.575205000000000,5,3503191,445470,29R
2022/11/21 10:52:57.777,2022/11/21 12:11:37.000,32. Core tab,,1,,,2022,DSM,2022-DSM-32,31.662730000000000,-9.575172999999990,5,3503196,445473,29R
2022/11/21 10:56:02.241,2022/11/21 12:11:39.000,33. Pottery,1,,,,2022,DSM,2022-DSM-33,31.662831000000000,-9.574787000000000,5,3503207,445510,29R
2022/11/21 11:01:03.335,2022/11/21 12:11:43.000,"34. Blade (2), flake (1), pottery(1)",1,3,,,2022,DSM,2022-DSM-34,31.663323999999900,-9.574120000000000,5,3503261,445573,29R
2022/11/21 11:03:05.417,2022/11/21 12:11:45.000,35. Flakes (2),,2,,,2022,DSM,2022-DSM-35,31.663295999999900,-9.574189000000000,4,3503258,445567,29R
2022/11/21 11:04:17.201,2022/11/21 12:11:47.000,36. Flakes (3),,3,,,2022,DSM,2022-DSM-36,31.663459000000000,-9.573980000000000,5,3503276,445587,29R
2022/11/21 11:05:18.218,2022/11/21 12:11:50.000,37. Flake core,1,,,,2022,DSM,2022-DSM-37,31.663535000000000,-9.573929000000000,4,3503285,445591,29R
2022/11/21 11:09:02.869,2022/11/21 12:11:52.000,"38. Small core, retouched flake, flakes (2)",,5,,,2022,DSM,2022-DSM-38,31.663519000000000,-9.573841000000000,5,3503283,445600,29R
2022/11/21 11:12:33.959,2022/11/21 12:11:54.000,"39. Blade fragment, flakes (4)",,4,,,2022,DSM,2022-DSM-39,31.663568999999900,-9.573649000000000,6,3503288,445618,29R
2022/11/21 11:14:45.488,2022/11/21 12:11:58.000,"40. Tablet, core, flakes (2)",,5,,,2022,DSM,2022-DSM-40,31.663665999999900,-9.573620000000000,5,3503299,445621,29R
2022/11/21 11:16:34.964,2022/11/21 12:12:00.000,41. Flakes (3),,3,,,2022,DSM,2022-DSM-41,31.663627999999900,-9.573479000000000,6,3503295,445634,29R
2022/11/21 11:19:02.551,2022/11/21 12:12:02.000,"42. Flakes (2), pottery (1)",1,2,,,2022,DSM,2022-DSM-42,31.663732000000000,-9.573421000000000,5,3503306,445640,29R
2022/11/21 11:20:03.609,2022/11/21 12:12:05.000,43. Flake (1),,1,,,2022,DSM,2022-DSM-43,31.663796000000000,-9.573307000000000,5,3503313,445651,29R
2022/11/21 11:22:15.641,2022/11/21 12:12:07.000,"44. Flakes (12), blade (1), sidescraper (1)",,14,,,2022,DSM,2022-DSM-44,31.663882999999900,-9.573267000000000,4,3503323,445654,29R
2022/11/21 11:25:17.853,2022/11/21 12:12:09.000,45. Flakes (3),,2,,,2022,DSM,2022-DSM-45,31.663943000000000,-9.573314999999990,5,3503330,445650,29R
2022/11/21 11:29:06.478,2022/11/21 12:12:13.000,"46. Endscraper (1), flakes (3)",,4,,,2022,DSM,2022-DSM-46,31.664080999999900,-9.573212000000000,5,3503345,445660,29R
2022/11/21 11:30:05.204,2022/11/21 12:12:15.000,"47. Flake (1), pottery (2)",2,1,,,2022,DSM,2022-DSM-47,31.664075000000000,-9.573172000000000,8,3503344,445663,29R
2022/11/21 11:31:22.575,2022/11/21 12:12:17.000,"48. Flakes (4), core (1)",,5,,,2022,DSM,2022-DSM-48,31.664102000000000,-9.573152000000000,4,3503347,445665,29R
2022/11/21 11:34:01.487,2022/11/21 12:12:21.000,49. Sidescraper,,1,,,2022,DSM,2022-DSM-49,31.664242999999900,-9.572955000000000,4,3503363,445684,29R
2022/11/21 11:36:09.620,2022/11/21 12:12:23.000,"50. Endscraper (1), Flake (1)",,2,,,2022,DSM,2022-DSM-50,31.664299000000000,-9.572903000000000,8,3503369,445689,29R
2022/11/21 11:37:22.193,2022/11/21 12:12:25.000,51. Flakes (2),,2,,,2022,DSM,2022-DSM-51,31.664356000000000,-9.572792000000000,4,3503375,445700,29R
2022/11/21 11:39:25.675,2022/11/21 12:12:28.000,"52. Pottery (1), flake (1)",1,1,,,2022,DSM,2022-DSM-52,31.664335999999900,-9.572736000000000,5,3503373,445705,29R
2022/11/21 13:35:21.998,2022/11/21 17:22:47.000,"53. Pottery (4), flakes (5), Endscraper (1)",4,6,,,2022,DSM,2022-DSM-53,31.664476000000000,-9.572652000000000,5,3503388,445713,29R
2022/11/21 13:36:15.017,2022/11/21 17:23:06.000,54. Flakes (2),,2,,,2022,DSM,2022-DSM-54,31.664508999999900,-9.572565000000000,5,3503392,445721,29R
2022/11/21 13:37:58.469,2022/11/21 17:23:21.000,"55. Pottery (3), flake (1)",3,1,,,2022,DSM,2022-DSM-55,31.664515999999900,-9.572494000000000,5,3503393,445728,29R
2022/11/21 13:39:26.609,2022/11/21 17:23:34.000,56. Pottery (2),2,,,,2022,DSM,2022-DSM-56,31.664669000000000,-9.572285000000000,5,3503409,445748,29R
2022/11/21 13:41:58.142,2022/11/21 17:23:37.000,"57. Core (1), flakes (2)",,3,,,2022,DSM,2022-DSM-57,31.664746999999900,-9.572101999999990,5,3503418,445765,29R
2022/11/21 13:43:05.578,2022/11/21 17:23:41.000,58. Flake (1),,1,,,2022,DSM,2022-DSM-58,,,,,,
2022/11/21 13:43:55.468,2022/11/21 18:31:56.000,59. Flake (1),,1,,,2022,DSM,2022-DSM-59,31.664819000000000,-9.571925999999990,4,3503426,445782,29R
2022/11/21 13:47:28.249,2022/11/21 18:31:58.000,60. Flakes (55),,55,,,2022,DSM,2022-DSM-60,31.664953000000000,-9.571866999999990,4,3503441,445788,29R
2022/11/21 13:50:03.688,2022/11/21 18:32:00.000,61. Flakes (2),,2,,,2022,DSM,2022-DSM-61,31.665019999999900,-9.571688000000000,4,3503448,445805,29R
2022/11/21 13:52:43.662,2022/11/21 18:32:04.000,"62. Core (1), quartzite flake (1), flake (4)",,6,,,2022,DSM,2022-DSM-62,31.664953000000000,-9.571659000000000,5,3503441,445807,29R
2022/11/21 13:55:01.786,2022/11/21 18:32:06.000,"63. Bladelet (1), flake (1), core (1)",,3,,,2022,DSM,2022-DSM-63,31.664961999999900,-9.571555999999990,8,3503442,445817,29R
2022/11/21 13:55:20.215,2022/11/21 18:32:08.000,64. Pottery (6),6,,,,2022,DSM,2022-DSM-64,31.664999999999900,-9.571529999999990,5,3503446,445820,29R
2022/11/21 13:59:38.312,2022/11/21 18:32:12.000,"65. Endscraper (1), lev core (1), flake (7), pottery (1)",1,9,,,2022,DSM,2022-DSM-65,31.665016999999900,-9.571439000000000,6,3503448,445828,29R
2022/11/21 14:01:01.477,2022/11/21 18:32:14.000,66. Pottery (2),2,,,,2022,DSM,2022-DSM-66,31.665160000000000,-9.571299000000000,5,3503463,445842,29R
2022/11/21 14:02:23.317,2022/11/21 18:32:16.000,"67. Pottery (4), flake (1)",4,1,,,2022,DSM,2022-DSM-67,31.665209999999900,-9.571215000000000,5,3503469,445850,29R
2022/11/21 14:04:43.423,2022/11/21 18:32:20.000,68. MSA side scraper,,1,,1,2022,DSM,2022-DSM-68,31.665199999999900,-9.571161000000000,5,3503468,445855,29R
2022/11/21 14:06:31.487,2022/11/21 18:32:23.000,69. Pottery (2),2,,,,2022,DSM,2022-DSM-69,31.665244000000000,-9.571047999999990,5,3503473,445866,29R
2022/11/21 14:09:24.545,2022/11/21 18:34:00.000,70. Reteouched Flake. LSA.,,1,,,2022,DSM,2022-DSM-70,31.665350000000000,-9.570717999999990,5,3503484,445897,29R
2022/11/21 14:11:11.071,2022/11/21 18:34:02.000,71. Slag,,,1,,2022,DSM,2022-DSM-71,31.665467000000000,-9.570525999999990,5,3503497,445915,29R
2022/11/21 14:15:12.077,2022/11/21 18:34:04.000,73. Pottery (5),5,,,,2022,DSM,2022-DSM-73,31.665139000000000,-9.570637000000000,4,3503461,445904,29R
2022/11/21 14:17:39.018,2022/11/21 18:34:08.000,74. Tang frag?,,1,,1,2022,DSM,2022-DSM-74,31.664929999999900,-9.570828000000000,5,3503438,445886,29R
2022/11/21 14:20:38.187,2022/11/21 18:34:10.000,"75. Pottery (5), LSA retouched flake (1), flake (1), Bladelet (1)",5,,,,2022,DSM,2022-DSM-75,31.664815999999900,-9.570955000000000,5,3503425,445874,29R
2022/11/21 14:22:13.231,2022/11/21 18:34:12.000,"76. Flake (1), pottery (1)",1,1,,,2022,DSM,2022-DSM-76,31.664774999999900,-9.571023000000000,5,3503421,445868,29R
2022/11/21 14:22:59.953,2022/11/21 18:34:16.000,77. Flake (1),,1,,,2022,DSM,2022-DSM-77,31.664694000000000,-9.571028999999990,4,3503412,445867,29R
2022/11/21 14:24:50.388,2022/11/21 18:34:18.000,"78. Flake (2), pottery (2), slag (1)",2,2,1,,2022,DSM,2022-DSM-78,31.664766000000000,-9.571202000000000,5,3503420,445851,29R
2022/11/21 14:28:35.051,2022/11/21 18:34:20.000,"79. Flake (1), pottery (1)",1,1,,,2022,DSM,2022-DSM-79,31.664639999999900,-9.571308000000000,5,3503406,445841,29R
2022/11/21 14:29:24.141,2022/11/21 18:34:25.000,"80. Flake (2), pottery (2)",2,2,,,2022,DSM,2022-DSM-80,31.664636999999900,-9.571313000000000,4,3503405,445840,29R
2022/11/21 14:31:47.369,2022/11/21 18:34:27.000,81. Pottery (2),2,,,,2022,DSM,2022-DSM-81,31.664574999999900,-9.571440000000000,5,3503399,445828,29R
2022/11/21 14:34:46.203,2022/11/21 18:34:29.000,"82. Bladelet core (1), flake (1), pottery (3)",3,2,,,2022,DSM,2022-DSM-82,31.664510000000000,-9.571683000000000,4,3503392,445805,29R
2022/11/21 14:37:26.620,2022/11/21 18:34:33.000,"83. Cores (3), flakes (5), pottery (1)",1,8,,,2022,DSM,2022-DSM-83,31.664390999999900,-9.571835999999990,4,3503378,445790,29R
2022/11/21 14:38:36.789,2022/11/21 18:34:35.000,"84. Scraper fragment (2), flake (2)",,4,,,2022,DSM,2022-DSM-84,31.664372000000000,-9.571914000000000,4,3503376,445783,29R
2022/11/21 14:42:56.188,2022/11/21 18:34:37.000,86. Pottery (3),3,,,,2022,DSM,2022-DSM-86,31.664290000000000,-9.571989000000000,5,3503367,445776,29R
2022/11/21 14:44:38.780,2022/11/21 18:34:43.000,87. Flakes (3),,2,,,2022,DSM,2022-DSM-87,31.664280000000000,-9.571993000000000,4,3503366,445775,29R
2022/11/21 14:49:41.564,2022/11/21 18:34:45.000,"88. Lev preferential core, flakes (12), cores (2), pottery (1)",1,15,,1,2022,DSM,2022-DSM-88,31.664178000000000,-9.572111000000000,5,3503355,445764,29R
2022/11/21 14:54:53.898,2022/11/21 18:34:49.000,89. Pottery (1),1,,,,2022,DSM,2022-DSM-89,31.663837999999900,-9.572772000000000,6,3503318,445701,29R
2022/11/21 14:57:27.857,2022/11/21 18:34:51.000,90. Bladelet core,,1,,,2022,DSM,2022-DSM-90,31.663611000000000,-9.573238000000000,5,3503293,445657,29R
2022/11/21 15:00:14.823,2022/11/21 18:34:53.000,"91. Pottery (2), flakes (2)",2,2,,,2022,DSM,2022-DSM-91,31.663459000000000,-9.573748999999990,5,3503276,445608,29R
2022/11/21 15:05:03.211,2022/11/21 18:35:33.000,92. Flakes (5),,5,,,2022,DSM,2022-DSM-92,31.663385999999900,-9.573866000000000,8,3503268,445597,29R
2022/11/21 15:06:52.878,2022/11/21 18:35:35.000,93. Flakes (4),,4,,,2022,DSM,2022-DSM-93,31.663294000000000,-9.573975000000000,4,3503258,445587,29R
2022/11/21 15:08:08.525,2022/11/21 18:35:37.000,"94. Bladelet (1), flakes (3)",,4,,,2022,DSM,2022-DSM-94,,,,,,
2022/11/21 15:09:47.008,2022/11/21 18:35:41.000,95. Blade,,1,,,2022,DSM,2022-DSM-95,,,,,,
2022/11/21 15:21:15.438,2022/11/21 18:35:43.000,96. Pottery (4),4,,,,2022,DSM,2022-DSM-96,31.662447000000000,-9.574621000000000,5,3503164,445525,29R
2022/11/21 15:24:19.499,2022/11/21 18:35:45.000,"97. Core (1), pottery (1)",1,1,,,2022,DSM,2022-DSM-97,31.662697999999900,-9.574239000000000,5,3503192,445562,29R
2022/11/21 15:26:25.308,2022/11/21 18:35:50.000,98. Pottery (3),3,,,,2022,DSM,2022-DSM-98,31.662880000000000,-9.573950999999990,5,3503212,445589,29R
2022/11/21 15:30:26.994,2022/11/21 18:35:52.000,99. Pottery (1),1,,,,2022,DSM,2022-DSM-99,31.663217000000000,-9.573340999999990,5,3503249,445647,29R
2022/11/21 15:35:35.704,2022/11/21 18:35:56.000,100. Pottery (1),1,,,,2022,DSM,2022-DSM-100,31.664093999999900,-9.571840999999990,5,3503346,445790,29R
2022/11/21 15:39:55.704,2022/11/21 18:35:58.000,101. Pottery (2),2,,,,2022,DSM,2022-DSM-101,31.664926999999900,-9.570447000000000,5,3503437,445922,29R
2022/11/22 08:25:58.449,2022/11/22 12:22:50.000,102. Flake (1),,1,,,2022,DSM,2022-DSM-102,31.664959000000000,-9.571023000000000,5,3503441,445868,29R
2022/11/22 08:26:49.909,2022/11/22 12:22:52.000,103. Flakes (3),,3,,,2022,DSM,2022-DSM-103,31.664950000000000,-9.571140000000000,5,3503440,445857,29R
2022/11/22 08:28:36.962,2022/11/22 12:22:54.000,"104. Pottery (2), slag (1)",2,,1,,2022,DSM,2022-DSM-104,31.664856000000000,-9.571327999999990,5,3503430,445839,29R
2022/11/22 08:29:59.105,2022/11/22 12:23:00.000,105. Pottery (6),6,,,,2022,DSM,2022-DSM-105,31.664785999999900,-9.571482000000000,5,3503422,445824,29R
2022/11/22 08:31:33.019,2022/11/22 12:23:02.000,"106. Flake (1), pottery (1)",1,1,,,2022,DSM,2022-DSM-106,31.664736000000000,-9.571619999999990,5,3503417,445811,29R
2022/11/22 08:34:06.619,2022/11/22 12:23:06.000,"107. Flake (13), pottery (1)",1,13,,,2022,DSM,2022-DSM-107,31.664649000000000,-9.571781000000000,4,3503407,445796,29R
2022/11/22 08:36:43.524,2022/11/22 12:23:08.000,"108. Flakes (8), pottery (2)",2,8,,,2022,DSM,2022-DSM-108,31.664552000000000,-9.571915000000000,8,3503396,445783,29R
2022/11/22 08:37:57.621,2022/11/22 12:23:10.000,"109. Core (1), flake (1)",,2,,,2022,DSM,2022-DSM-109,31.664520000000000,-9.571965000000000,4,3503393,445778,29R
2022/11/22 08:39:03.205,2022/11/22 12:23:13.000,"110. Flakes (5), core (1)",,6,,,2022,DSM,2022-DSM-110,31.664605000000000,-9.572044000000000,4,3503402,445771,29R
2022/11/22 08:41:21.688,2022/11/22 12:23:15.000,"111. Core frag (1), flake (1)",,2,,,2022,DSM,2022-DSM-111,31.664446000000000,-9.572278000000000,4,3503385,445748,29R
2022/11/22 08:43:59.842,2022/11/22 12:23:17.000,112. Bladelet (1),,1,,,2022,DSM,2022-DSM-112,31.664117999999900,-9.572457999999990,6,3503349,445731,29R
2022/11/22 08:48:27.757,2022/11/22 12:23:21.000,"113. Flakes (15), Bladelet (3)",,18,,,2022,DSM,2022-DSM-113,31.664062999999900,-9.572675000000000,5,3503343,445711,29R
2022/11/22 08:50:43.578,2022/11/22 12:23:23.000,"114. Pottery (3), LSA flake (1)",3,1,,,2022,DSM,2022-DSM-114,31.664028999999900,-9.572793000000000,4,3503339,445699,29R
2022/11/22 08:53:58.948,2022/11/22 12:23:25.000,115. Flakes (2),,2,,,2022,DSM,2022-DSM-115,31.664030000000000,-9.572839999999990,5,3503339,445695,29R
2022/11/22 09:05:58.811,2022/11/22 12:23:36.000,"116. MSA flake (1), retouched MSA Bladelet (1), lev core (1), laminar flake MSA (1), scraper fragments (2), flakes (19)",,26,,4,2022,DSM,2022-DSM-116,31.663938000000000,-9.573071000000000,5,3503329,445673,29R
2022/11/22 09:07:47.458,2022/11/22 12:23:38.000,"117. LSA flake, flake (2), core (1)",,3,,,2022,DSM,2022-DSM-117,31.663865999999900,-9.573124000000000,5,3503321,445668,29R
2022/11/22 09:11:56.336,2022/11/22 12:23:43.000,"118. Retouched MSA flake (1), flakes (5), core (1)",,7,,1,2022,DSM,2022-DSM-118,31.663723999999900,-9.573204000000000,5,3503305,445660,29R
2022/11/22 09:15:27.369,2022/11/22 12:23:47.000,119. Flakes (2),,2,,,2022,DSM,2022-DSM-119,31.663634999999900,-9.573596000000000,4,3503296,445623,29R
2022/11/22 09:16:21.596,2022/11/22 12:23:52.000,120. Blade (1),,1,,,2022,DSM,2022-DSM-120,31.663518000000000,-9.573722999999990,5,3503283,445611,29R
2022/11/22 09:47:55.442,2022/11/22 17:21:05.000,"121. Flakes (4), Endscraper",,5,,,2022,DSM,2022-DSM-121,31.666475999999900,-9.571854000000000,4,3503610,445790,29R
2022/11/22 09:53:26.756,2022/11/22 17:21:07.000,122. Flake (1),,1,,,2022,DSM,2022-DSM-122,31.666404000000000,-9.572094999999990,6,3503602,445767,29R
2022/11/22 09:53:58.262,2022/11/22 17:21:09.000,"123. Retouched core frag (1), flake (1), pottery (1)",1,2,,,2022,DSM,2022-DSM-123,31.666353000000000,-9.572384000000000,4,3503596,445740,29R
2022/11/22 09:56:03.752,2022/11/22 17:21:14.000,124. Flake (1),,1,,,2022,DSM,2022-DSM-124,31.666181000000000,-9.572865000000000,5,3503577,445694,29R
2022/11/22 09:56:59.245,2022/11/22 17:21:16.000,"125. Pottery (1), flake (1)",1,1,,,2022,DSM,2022-DSM-125,31.666187000000000,-9.572844999999990,4,3503578,445696,29R
2022/11/22 09:59:35.739,2022/11/22 17:21:18.000,"126. LSA flake (1), retouched LSA flake (1), flake (1), pottery (1)",1,3,,,2022,DSM,2022-DSM-126,31.665994999999900,-9.573183000000000,5,3503557,445664,29R
2022/11/22 10:02:46.367,2022/11/22 17:21:22.000,"127. Flake (1), pottery (1)",1,1,,,2022,DSM,2022-DSM-127,31.665949999999900,-9.573305000000000,5,3503552,445652,29R
2022/11/22 10:05:22.091,2022/11/22 17:21:24.000,"128. Pottery (1), flake  (2)",1,2,,,2022,DSM,2022-DSM-128,31.665797999999900,-9.573610000000000,5,3503535,445623,29R
2022/11/22 10:11:41.187,2022/11/22 17:21:26.000,129. Flake (3),,3,,,2022,DSM,2022-DSM-129,31.666153000000000,-9.573366999999990,5,3503575,445646,29R
2022/11/22 10:14:52.500,2022/11/22 17:21:30.000,130. Flake (1),,1,,,2022,DSM,2022-DSM-130,31.666312000000000,-9.573124000000000,5,3503592,445669,29R
2022/11/22 10:18:59.060,2022/11/22 17:21:32.000,131. Large side scraper,,1,,,2022,DSM,2022-DSM-131,31.666264000000000,-9.572547999999990,4,3503586,445724,29R
2022/11/22 10:20:07.820,2022/11/22 17:21:34.000,132. Flake (1),,1,,,2022,DSM,2022-DSM-132,31.666336000000000,-9.572376999999990,5,3503594,445740,29R
2022/11/22 10:24:52.221,2022/11/22 17:22:01.000,"133. Pottery (1), flake (1)",1,1,,,2022,DSM,2022-DSM-133,31.666727999999900,-9.571800000000000,4,3503637,445795,29R
2022/11/22 10:25:53.242,2022/11/22 17:22:03.000,134. Pottery (1),1,,,,2022,DSM,2022-DSM-134,31.666670000000000,-9.571996000000000,5,3503631,445776,29R
2022/11/22 10:27:23.049,2022/11/22 17:22:09.000,135. Bladelet (1),,1,,,2022,DSM,2022-DSM-135,31.666658999999900,-9.572172000000000,5,3503630,445760,29R
2022/11/22 10:28:43.396,2022/11/22 17:22:12.000,"136. Retouched flake (1), flake (9)",,10,,,2022,DSM,2022-DSM-136,31.666595999999900,-9.572497000000000,6,3503623,445729,29R
2022/11/22 10:33:29.105,2022/11/22 17:22:16.000,"137. Flake (1), pottery (2)",2,1,,,2022,DSM,2022-DSM-137,31.666620999999900,-9.572611999999990,5,3503626,445718,29R
2022/11/22 10:39:50.852,2022/11/22 17:22:18.000,138. Flakes (46),,46,,,2022,DSM,2022-DSM-138,31.666554999999900,-9.573119999999990,5,3503619,445670,29R
2022/11/22 10:42:16.807,2022/11/22 17:22:23.000,"139. Scraper (1), core frag (1), flakes (7), pottery (1)",1,9,,,2022,DSM,2022-DSM-139,31.666511000000000,-9.573206000000000,4,3503614,445662,29R
2022/11/22 10:48:48.715,2022/11/22 17:22:25.000,"140. Core frag (2), Bladelet frag (2), Bladelet (2), flake (8)",,14,,,2022,DSM,2022-DSM-140,31.666478000000000,-9.573454999999990,5,3503611,445638,29R
2022/11/22 10:49:59.748,2022/11/22 17:22:29.000,"141. Bladelet (1), flake (1)",,2,,,2022,DSM,2022-DSM-141,31.666485000000000,-9.573439000000000,4,3503611,445640,29R
2022/11/22 10:55:03.576,2022/11/22 17:22:31.000,"143. MSA blade (1), flakes (2)",,3,,1,2022,DSM,2022-DSM-143,31.666481000000000,-9.573546000000000,5,3503611,445629,29R
2022/11/22 10:56:18.527,2022/11/22 17:22:33.000,144. Core frag (1),,1,,,2022,DSM,2022-DSM-144,31.666487000000000,-9.573664000000000,5,3503612,445618,29R
2022/11/22 10:57:42.352,2022/11/22 17:22:37.000,145. Drill (1),,1,,,2022,DSM,2022-DSM-145,31.666471999999900,-9.573760999999990,4,3503610,445609,29R
2022/11/22 11:01:04.280,2022/11/22 17:22:39.000,146. Flakes (6),,6,,,2022,DSM,2022-DSM-146,31.666352000000000,-9.574253000000000,5,3503597,445562,29R
2022/11/22 11:05:14.286,2022/11/22 17:22:41.000,"147. Flakes (6), core frag (1)",,7,,,2022,DSM,2022-DSM-147,31.666727000000000,-9.574055000000000,5,3503638,445581,29R
2022/11/22 11:06:51.845,2022/11/22 17:22:45.000,148. Flake (1),,1,,,2022,DSM,2022-DSM-148,31.666668000000000,-9.573941000000000,4,3503632,445592,29R
2022/11/22 11:08:06.092,2022/11/22 17:22:47.000,"149. Core frag (1), side scraper (1)",,2,,,2022,DSM,2022-DSM-149,31.666703999999900,-9.573872000000000,5,3503636,445599,29R
2022/11/22 11:10:04.239,2022/11/22 17:22:50.000,"150. Sidescraper (1), flakes (2)",,3,,,2022,DSM,2022-DSM-150,31.666764000000000,-9.573746999999990,5,3503642,445611,29R
2022/11/22 11:12:35.003,2022/11/22 17:22:54.000,151. Flakes (3),,3,,,2022,DSM,2022-DSM-151,31.666753000000000,-9.573587000000000,5,3503641,445626,29R
